"combination","mtry","ntree","nodesize","thr_value","Sens_train","F1_train","B.Accuracy_train","TSS_train","AUC_train","Sens_test","F1_test","B.Accuracy_test","TSS_test","AUC_test"
1298,11,3000,100,0.438712593980751,0.884942084942085,0.173885013136001,0.806456394156861,0.612912788313723,0.806456394156861,0.85,0.170012889004835,0.792812026275897,0.585624052551794,0.792812026275897
1299,12,3000,100,0.441861840487252,0.88030888030888,0.174796097488674,0.805907691827631,0.611815383655263,0.805907691827631,0.846875,0.171993442969511,0.793725524254674,0.587451048509348,0.793725524254674
1300,13,3000,100,0.45420057430062,0.869498069498069,0.178372227338922,0.805465034243921,0.610930068487841,0.80546503424392,0.84375,0.175596024341401,0.795750694795351,0.591501389590702,0.795750694795351
1301,14,3000,100,0.443766264346564,0.872586872586873,0.176181069557071,0.804698537947686,0.609397075895371,0.804698537947686,0.840625,0.17229625568843,0.792166971955533,0.584333943911066,0.792166971955533
1302,15,3000,100,0.448438280470674,0.867181467181467,0.177554698667405,0.80397840880225,0.6079568176045,0.80397840880225,0.83125,0.174017363084936,0.790359714502274,0.580719429004548,0.790359714502274
1303,2,4000,100,0.526098527516414,0.882625482625483,0.177533443188351,0.808909660115621,0.617819320231241,0.808909660115621,0.8625,0.174923626718405,0.801083249115715,0.60216649823143,0.801083249115715
1304,3,4000,100,0.44260328272077,0.914285714285714,0.168095589320496,0.810331391048654,0.620662782097307,0.810331391048654,0.896875,0.165939982393355,0.804071658665993,0.608143317331986,0.804071658665993
1305,4,4000,100,0.461755302628442,0.894208494208494,0.174079639211562,0.809321698802694,0.618643397605388,0.809321698802694,0.884375,0.171386647523503,0.805148591460334,0.610297182920667,0.805148591460334
1306,5,4000,100,0.44143083735934,0.901930501930502,0.172154255781202,0.810606619824956,0.621213239649911,0.810606619824956,0.88125,0.169436441418584,0.802777602324406,0.605555204648813,0.802777602324406
1307,6,4000,100,0.405661940486972,0.917374517374517,0.166409259908222,0.809438616181892,0.618877232363784,0.809438616181892,0.884375,0.163281566341739,0.797114230672057,0.594228461344113,0.797114230672057
1308,7,4000,100,0.406326092328811,0.912741312741313,0.16647966330399,0.808182753857713,0.616365507715426,0.808182753857713,0.8875,0.164092579615699,0.799131505811016,0.598263011622031,0.799131505811016
1309,8,4000,100,0.401932582056926,0.908880308880309,0.16547328438393,0.805797649073315,0.61159529814663,0.805797649073315,0.884375,0.162838993564838,0.796912108388075,0.593824216776149,0.796912108388075
1310,9,4000,100,0.448692756049268,0.884169884169884,0.173793983663121,0.806007154485498,0.612014308970995,0.806007154485498,0.853125,0.170962472597498,0.794627179130874,0.589254358261748,0.794627179130874
1311,10,4000,100,0.408181195050861,0.901158301158301,0.168781296825753,0.806331139466636,0.612662278933273,0.806331139466636,0.85625,0.162815160687518,0.78734682920667,0.57469365841334,0.78734682920667
1312,11,4000,100,0.440304924994723,0.884942084942085,0.174270812223827,0.806746834869073,0.613493669738145,0.806746834869073,0.846875,0.169873453474219,0.791653770843861,0.583307541687721,0.791653770843861
1313,12,4000,100,0.449011000445994,0.87953667953668,0.175603076991708,0.80660758714806,0.613215174296119,0.806607587148059,0.85,0.173156189989155,0.796147043961597,0.592294087923194,0.796147043961597
1314,13,4000,100,0.441033824695334,0.877220077220077,0.175754606653344,0.805828121701338,0.611656243402676,0.805828121701338,0.846875,0.17286600390753,0.794635074532592,0.589270149065184,0.794635074532592
1315,14,4000,100,0.452372136001213,0.868725868725869,0.177281217551071,0.804447541005187,0.608895082010375,0.804447541005187,0.8375,0.174173464882423,0.792878347650328,0.585756695300657,0.792878347650329
1316,15,4000,100,0.449611498355756,0.867181467181467,0.177925674197944,0.804331988799725,0.608663977599449,0.804331988799725,0.834375,0.175118693119862,0.792427520212228,0.584855040424457,0.792427520212228
1317,2,5000,100,0.545989105521472,0.868725868725869,0.182953589457474,0.809031453115302,0.618062906230604,0.809031453115302,0.853125,0.179497801219124,0.802257295351187,0.604514590702375,0.802257295351188
1318,3,5000,100,0.438029130598179,0.918146718146718,0.167498616234354,0.810986479416837,0.621972958833674,0.810986479416837,0.896875,0.164690514772953,0.802858924962102,0.605717849924204,0.802858924962102
1319,4,5000,100,0.448394390090382,0.901930501930502,0.17192344653517,0.809975226972323,0.619950453944645,0.809975226972323,0.88125,0.168040933404638,0.801110093481556,0.602220186963113,0.801110093481556
1320,5,5000,100,0.420393817397757,0.913513513513513,0.168792270968936,0.810905007798555,0.62181001559711,0.810905007798555,0.890625,0.166373647108699,0.802614167508843,0.605228335017686,0.802614167508843
1321,6,5000,100,0.416408980674003,0.912741312741313,0.167812622292714,0.809584445990558,0.619168891981116,0.809584445990558,0.88125,0.163957461369466,0.796916056088934,0.593832112177868,0.796916056088934
1322,7,5000,100,0.405210166662717,0.914285714285714,0.16673396968665,0.808929698915808,0.617859397831617,0.808929698915808,0.8875,0.163897503700924,0.798929383527034,0.597858767054068,0.798929383527034
1323,8,5000,100,0.398428436704743,0.91042471042471,0.165389233092153,0.806153130562778,0.612306261125556,0.806153130562778,0.88125,0.161882259371686,0.794743241536129,0.589486483072259,0.794743241536129
1324,9,5000,100,0.44326634819658,0.886486486486486,0.172708136034199,0.805713252082743,0.611426504165486,0.805713252082743,0.853125,0.170172500323724,0.793869220565942,0.587738441131885,0.793869220565942
1325,10,5000,100,0.40417590334399,0.903474903474904,0.168008180302706,0.806176143491461,0.612352286982922,0.806176143491461,0.865625,0.1631452692485,0.790568942647802,0.581137885295604,0.790568942647802
1326,11,5000,100,0.445275958495036,0.883397683397684,0.175149651209215,0.807161652659822,0.614323305319643,0.807161652659822,0.846875,0.171598634404629,0.793270749115715,0.58654149823143,0.793270749115715
1327,12,5000,100,0.446469342549856,0.87953667953668,0.174952384951953,0.805976194295426,0.611952388590853,0.805976194295426,0.846875,0.171990945867145,0.794028707680647,0.588057415361293,0.794028707680647
1328,13,5000,100,0.438474826634785,0.877220077220077,0.175614961176576,0.805588192417337,0.611176384834675,0.805588192417337,0.846875,0.173076537732211,0.794736135674583,0.589472271349166,0.794736135674583
1329,14,5000,100,0.435832141892576,0.877220077220077,0.174626919254208,0.804729498137757,0.609458996275513,0.804729498137757,0.8375,0.170039033046858,0.789088554825669,0.578177109651339,0.789088554825669
1330,15,5000,100,0.452337018314441,0.864864864864865,0.178062386010404,0.803666174066477,0.607332348132954,0.803666174066477,0.83125,0.175724121301787,0.791825101061142,0.583650202122284,0.791825101061142
1331,2,6000,100,0.532482779186635,0.878764478764479,0.179720066628395,0.809466846024492,0.618933692048984,0.809466846024492,0.85625,0.175804918056972,0.799726819100556,0.599453638201112,0.799726819100556
1332,3,6000,100,0.444741342404672,0.914285714285714,0.168966943264938,0.811215341042339,0.622430682084679,0.811215341042339,0.89375,0.166675940575924,0.803772422940879,0.607544845881758,0.803772422940879
1333,4,6000,100,0.444479762226463,0.903474903474904,0.170875705689908,0.809358363468731,0.618716726937462,0.809358363468731,0.884375,0.168144448512081,0.802217818342597,0.604435636685195,0.802217818342597
1334,5,6000,100,0.419968830833418,0.912741312741313,0.16846531973401,0.810241094557296,0.620482189114592,0.810241094557296,0.89375,0.166909482909407,0.804075606366852,0.608151212733704,0.804075606366852
1335,6,6000,100,0.415131779243811,0.912741312741313,0.167744307872328,0.809521306705294,0.619042613410589,0.809521306705294,0.8875,0.164674802609765,0.799687342091966,0.599374684183931,0.799687342091966
1336,7,6000,100,0.404978755427686,0.913513513513514,0.166708278340911,0.808682504957287,0.617365009914574,0.808682504957287,0.88125,0.162893757546185,0.795905444669025,0.591810889338049,0.795905444669025
1337,8,6000,100,0.403239180380962,0.910424710424711,0.165781353548508,0.806620361273727,0.613240722547453,0.806620361273727,0.8875,0.163408704106088,0.79852513895907,0.597050277918141,0.79852513895907
1338,9,6000,100,0.43467459639122,0.889575289575289,0.171811385078835,0.805552892925036,0.611105785850072,0.805552892925036,0.853125,0.168566340789847,0.792302772865083,0.584605545730167,0.792302772865083
1339,10,6000,100,0.434368660585135,0.886486486486486,0.173271576648531,0.805940553509691,0.611881107019382,0.805940553509691,0.85,0.169117782090532,0.791548762001011,0.583097524002021,0.791548762001011
1340,11,6000,100,0.445103770222046,0.883397683397683,0.175203315976928,0.807174280516874,0.614348561033748,0.807174280516874,0.846875,0.17152270454214,0.793321279686711,0.586642559373421,0.793321279686711
1341,12,6000,100,0.446555060759141,0.879536679536679,0.175154663136096,0.806127728580058,0.612255457160117,0.806127728580058,0.85,0.173191412322282,0.796096513390601,0.592193026781203,0.796096513390601
1342,13,6000,100,0.43799766253539,0.877220077220077,0.175577805701266,0.80555030884618,0.611100617692359,0.80555030884618,0.85,0.173362319250822,0.79599545224861,0.591990904497221,0.79599545224861
1343,14,6000,100,0.421894463813907,0.883397683397683,0.172470088448161,0.804699220534553,0.609398441069107,0.804699220534553,0.85,0.169683436801343,0.792609903991915,0.58521980798383,0.792609903991915
1344,15,6000,100,0.44784484018103,0.866409266409266,0.177168805774848,0.803390262703307,0.606780525406615,0.803390262703307,0.834375,0.174856134733888,0.792174867357251,0.584349734714502,0.792174867357251
1345,2,7000,100,0.552655844393959,0.864092664092664,0.18511025541706,0.809101515781652,0.618203031563304,0.809101515781652,0.846875,0.180880684912143,0.801406171045983,0.602812342091966,0.801406171045983
1346,3,7000,100,0.450331037644319,0.908880308880309,0.170149633196029,0.810684629752694,0.621369259505388,0.810684629752694,0.884375,0.167234652252992,0.801358798635675,0.602717597271349,0.801358798635675
1347,4,7000,100,0.43430407407402,0.908108108108108,0.169522542025463,0.809831298655645,0.619662597311291,0.809831298655645,0.884375,0.167083814946579,0.801358798635675,0.602717597271349,0.801358798635675
1348,5,7000,100,0.417795918425043,0.915057915057915,0.168126678923386,0.810679607863596,0.621359215727191,0.810679607863596,0.890625,0.166203405704261,0.802412045224861,0.604824090449722,0.802412045224861
1349,6,7000,100,0.420214880469673,0.90965250965251,0.168804050403499,0.809605898720686,0.619211797441372,0.809605898720686,0.884375,0.165713906309414,0.79974182036382,0.59948364072764,0.79974182036382
1350,7,7000,100,0.407111678700464,0.911969111969112,0.167214607195092,0.808667975608246,0.617335951216492,0.808667975608246,0.88125,0.163948194606651,0.796865525517938,0.593731051035876,0.796865525517938
1351,8,7000,100,0.403293707475909,0.90965250965251,0.165829280317793,0.806448934457521,0.612897868915043,0.806448934457521,0.88125,0.162613784936881,0.795703322385043,0.591406644770086,0.795703322385043
1352,9,7000,100,0.436728900415733,0.888803088803089,0.172024995891518,0.805431977537041,0.610863955074083,0.805431977537041,0.85625,0.16794702173941,0.792602008590197,0.585204017180394,0.792602008590197
1353,10,7000,100,0.451922286446163,0.87953667953668,0.175532465405321,0.805925682867216,0.611851365734432,0.805925682867216,0.84375,0.172293587118533,0.792567268822638,0.585134537645275,0.792567268822638
1354,11,7000,100,0.448731319056032,0.882625482625483,0.176070133064002,0.807747897266776,0.615495794533552,0.807747897266776,0.846875,0.172325269795833,0.794028707680647,0.588057415361294,0.794028707680647
1355,12,7000,100,0.448852363032501,0.877992277992278,0.176032273531539,0.80636575637207,0.612731512744141,0.80636575637207,0.846875,0.17394955746076,0.795696216523497,0.591392433046994,0.795696216523497
1356,13,7000,100,0.431289929548433,0.882625482625482,0.173951660167411,0.805979997279404,0.611959994558808,0.805979997279404,0.85,0.170962713154627,0.793873168266801,0.587746336533603,0.793873168266801
1357,14,7000,100,0.440065751599838,0.873359073359073,0.175633296246703,0.804276455482416,0.608552910964832,0.804276455482416,0.8375,0.171774345689957,0.790402349671551,0.580804699343103,0.790402349671551
1358,15,7000,100,0.448968125672454,0.866409266409266,0.177356645080453,0.803554424844992,0.607108849689984,0.803554424844992,0.83125,0.175054603460772,0.791218734209197,0.582437468418393,0.791218734209197
1359,2,8000,100,0.554344744826107,0.862548262548262,0.185491564610195,0.808859685005663,0.617719370011326,0.808859685005663,0.840625,0.180046246102971,0.798584354471956,0.597168708943911,0.798584354471956
1360,3,8000,100,0.446383922411351,0.911196911196911,0.169577176119379,0.810895841632045,0.621791683264091,0.810895841632045,0.8875,0.166962706985974,0.802062278928752,0.604124557857504,0.802062278928752
1361,4,8000,100,0.442466629062329,0.905019305019305,0.170628941155931,0.809675961387036,0.619351922774072,0.809675961387036,0.890625,0.168772477268625,0.804938573774634,0.609877147549267,0.804938573774634
1362,5,8000,100,0.425276344540379,0.911196911196911,0.169676355222943,0.810996864488467,0.621993728976934,0.810996864488467,0.89375,0.168310020663696,0.805490462354725,0.610980924709449,0.805490462354725
1363,6,8000,100,0.418524252424644,0.911969111969112,0.168584353377814,0.810132807026354,0.620265614052708,0.810132807026354,0.878125,0.164232039668695,0.796212575795857,0.592425151591713,0.796212575795857
1364,7,8000,100,0.404758144574884,0.913513513513514,0.166907671392126,0.808834039241919,0.617668078483838,0.808834039241919,0.884375,0.163809254271985,0.797771128094998,0.595542256189995,0.797771128094997
1365,8,8000,100,0.401806080515469,0.910424710424711,0.165606236956131,0.806456199132042,0.612912398264084,0.806456199132042,0.8875,0.163348173423521,0.798474608388075,0.596949216776149,0.798474608388075
1366,9,8000,100,0.432864544762504,0.891119691119691,0.170564508153603,0.805491655131761,0.610983310263523,0.805491655131761,0.865625,0.168769750110957,0.796733672309247,0.593467344618494,0.796733672309247
1367,10,8000,100,0.446481510069551,0.881853281853282,0.174873553197525,0.805997988318988,0.611995976637977,0.805997988318988,0.84375,0.17097616912877,0.791304004547751,0.582608009095503,0.791304004547751
1368,11,8000,100,0.445663579281029,0.883397683397683,0.175678192165629,0.807590999799612,0.615181999599224,0.807590999799612,0.846875,0.17164855855507,0.793422340828701,0.586844681657403,0.793422340828701
1369,12,8000,100,0.459311938459914,0.872586872586873,0.177853802273017,0.805986579367057,0.611973158734113,0.805986579367057,0.8375,0.173678594266008,0.792373041940374,0.584746083880748,0.792373041940374
1370,13,8000,100,0.429662622759453,0.884169884169884,0.17356429046498,0.806082921627814,0.612165843255627,0.806082921627814,0.85,0.170422915379242,0.793367862556847,0.586735725113694,0.793367862556847
1371,14,8000,100,0.445475931560042,0.871814671814672,0.175763550072122,0.804173531134006,0.608347062268012,0.804173531134006,0.840625,0.172505488498227,0.792419624810511,0.584839249621021,0.79241962481051
1372,15,8000,100,0.436018177238175,0.871814671814672,0.175219565578825,0.803276953283267,0.606553906566535,0.803276953283267,0.834375,0.172116276177364,0.789395685952501,0.578791371905003,0.789395685952501
1373,2,9000,100,0.550843718143666,0.864864864864865,0.184186871871344,0.808654177602277,0.617308355204554,0.808654177602277,0.85,0.180993681181317,0.802564426478019,0.605128852956038,0.802564426478019
1374,3,9000,100,0.447896092037355,0.910424710424711,0.169840822430812,0.810850693386367,0.621701386772734,0.810850693386367,0.88125,0.166148317235604,0.799189931783729,0.598379863567458,0.799189931783729
1375,4,9000,100,0.453579324976817,0.898069498069498,0.172693636934479,0.809509556459929,0.619019112919858,0.809509556459929,0.884375,0.170135348812279,0.80418851061142,0.60837702122284,0.80418851061142
1376,5,9000,100,0.426368731980153,0.911196911196911,0.169883254693769,0.811211538058362,0.622423076116724,0.811211538058362,0.890625,0.168195384206186,0.804332206922688,0.608664413845376,0.804332206922688
1377,6,9000,100,0.417439660007446,0.912741312741313,0.168492425501424,0.810266350271401,0.620532700542803,0.810266350271401,0.878125,0.164021420706002,0.795959922940879,0.591919845881758,0.795959922940879
1378,7,9000,100,0.404601144642485,0.914285714285714,0.166720473505802,0.80889181534465,0.617783630689301,0.80889181534465,0.884375,0.163577129286186,0.79751847524002,0.59503695048004,0.79751847524002
1379,8,9000,100,0.404332904216649,0.908880308880309,0.166145238262802,0.806504809068264,0.613009618136528,0.806504809068264,0.884375,0.163581291440491,0.797670066953007,0.595340133906013,0.797670066953007
1380,9,9000,100,0.437303662773359,0.888803088803089,0.171343222116021,0.805533000393463,0.611066000786925,0.805533000393463,0.859375,0.169001175299695,0.794972997726124,0.589945995452249,0.794972997726124
1381,10,9000,100,0.44765979256241,0.881081081081081,0.174987809855015,0.805889700788046,0.611779401576093,0.805889700788046,0.84375,0.171164052937763,0.791405065689742,0.582810131379485,0.791405065689742
1382,11,9000,100,0.444056909193774,0.883397683397683,0.175229336386266,0.807174280516874,0.614348561033749,0.807174280516874,0.846875,0.171516269020641,0.79332127968671,0.586642559373421,0.79332127968671
1383,12,9000,100,0.432443154992094,0.884169884169884,0.173474424648901,0.80583036448676,0.611660728973521,0.80583036448676,0.853125,0.171255580996577,0.794930362556847,0.589860725113694,0.794930362556847
1384,13,9000,100,0.429711463688713,0.883397683397683,0.173168411773039,0.805482147671818,0.610964295343636,0.805482147671818,0.85,0.170121719336483,0.79311520970187,0.586230419403739,0.79311520970187
1385,14,9000,100,0.431788894477718,0.877992277992278,0.174075700693032,0.804446322100066,0.608892644200132,0.804446322100066,0.846875,0.171326374328773,0.793068626831733,0.586137253663466,0.793068626831733
1386,15,9000,100,0.421027642459614,0.88030888030888,0.172260046122791,0.803609421844047,0.607218843688095,0.803609421844047,0.846875,0.169446935294962,0.791300056846892,0.582600113693785,0.791300056846892
1387,2,10000,100,0.552013101969034,0.864864864864865,0.185009696969315,0.808881479029225,0.61776295805845,0.808881479029225,0.84375,0.179995782050296,0.799035181910056,0.598070363820111,0.799035181910056
1388,3,10000,100,0.447370464068005,0.910424710424711,0.169709544655643,0.810699159101735,0.62139831820347,0.810699159101735,0.88125,0.166225610120901,0.79929099292572,0.59858198585144,0.79929099292572
1389,4,10000,100,0.45126652780877,0.901930501930502,0.171861718207302,0.809571135546637,0.619142271093275,0.809571135546637,0.884375,0.169147962653951,0.802874715765538,0.605749431531076,0.802874715765538
1390,5,10000,100,0.422020435130883,0.914285714285714,0.169058276196982,0.811404758898129,0.622809517796259,0.811404758898129,0.890625,0.166291618738364,0.802462575795857,0.604925151591713,0.802462575795857
1391,6,10000,100,0.420405006692691,0.91042471042471,0.169068553179337,0.810118277677313,0.620236555354626,0.810118277677313,0.878125,0.164845427414467,0.796818942647802,0.593637885295604,0.796818942647802
1392,7,10000,100,0.404968149193678,0.914285714285714,0.166790366081687,0.808992838201072,0.617985676402143,0.808992838201072,0.884375,0.163301530722669,0.797265822385043,0.594531644770086,0.797265822385043
1393,8,10000,100,0.407089984293393,0.906563706563707,0.166805348098818,0.806546154329965,0.613092308659931,0.806546154329965,0.88125,0.164244527615895,0.797421361798888,0.594842723597776,0.797421361798888
1394,9,10000,100,0.445828061111773,0.883397683397683,0.17316885965049,0.805305357673081,0.610610715346162,0.805305357673081,0.85625,0.170917276850663,0.795482251136938,0.590964502273876,0.795482251136938
1395,10,10000,100,0.448468982992152,0.88030888030888,0.174989826542221,0.805667762543631,0.611335525087261,0.805667762543631,0.84375,0.171632244552208,0.791859840828701,0.583719681657403,0.791859840828701
1396,11,10000,100,0.444883886106471,0.882625482625483,0.175144441416557,0.806876575130142,0.613753150260285,0.806876575130142,0.846875,0.171543220835911,0.793321279686711,0.586642559373421,0.793321279686711
1397,12,10000,100,0.443964524433106,0.878764478764479,0.175691845037177,0.80589316247859,0.61178632495718,0.80589316247859,0.840625,0.171337675429417,0.790954238251642,0.581908476503285,0.790954238251642
1398,13,10000,100,0.429647234473134,0.883397683397683,0.173354626546974,0.80563368195645,0.6112673639129,0.80563368195645,0.85,0.170291627340797,0.793266801414856,0.586533602829712,0.793266801414856
1399,14,10000,100,0.435979849608367,0.875675675675676,0.174871337616417,0.804424528076504,0.608849056153009,0.804424528076504,0.84375,0.171642484056287,0.79231461596766,0.584629231935321,0.79231461596766
1400,15,10000,100,0.439165296810517,0.871042471042471,0.175828477316226,0.803635896463274,0.607271792926547,0.803635896463274,0.8375,0.173682020270002,0.791918266801415,0.58383653360283,0.791918266801415
1401,2,1000,110,0.534842064589116,0.87953667953668,0.175629574895008,0.805357429299846,0.610714858599693,0.805357429299846,0.8625,0.170668916413917,0.796788150581102,0.593576301162203,0.796788150581102
1402,3,1000,110,0.476225674614151,0.897297297297297,0.173387863286265,0.810234707494463,0.620469414988925,0.810234707494463,0.871875,0.169350024948377,0.799555488883274,0.599110977766549,0.799555488883274
1403,4,1000,110,0.461664816913535,0.898841698841699,0.170672878059175,0.807610014719498,0.615220029438996,0.807610014719498,0.871875,0.167681803149123,0.797635327185447,0.595270654370895,0.797635327185447
1404,5,1000,110,0.467250737528481,0.891119691119691,0.171814188334066,0.806514511553027,0.613029023106053,0.806514511553027,0.878125,0.170265540845686,0.802124652602325,0.604249305204649,0.802124652602325
1405,6,1000,110,0.446637162684045,0.905019305019305,0.16951926585153,0.808867778535666,0.617735557071332,0.808867778535666,0.875,0.165338963930991,0.796469176351693,0.592938352703385,0.796469176351693
1406,7,1000,110,0.441483131484783,0.902702702702703,0.169884690032728,0.808391381658208,0.616782763316417,0.808391381658208,0.871875,0.165999024254335,0.795917287771602,0.591834575543204,0.795917287771602
1407,8,1000,110,0.435640217838783,0.903474903474903,0.168927071575119,0.807628347052517,0.615256694105033,0.807628347052517,0.875,0.165339007000223,0.796418645780697,0.592837291561395,0.796418645780697
1408,9,1000,110,0.454137542847206,0.88957528957529,0.172009095871405,0.805679171495563,0.611358342991125,0.805679171495563,0.85625,0.168854116973997,0.793359967155129,0.586719934310258,0.793359967155129
1409,10,1000,110,0.473309658786799,0.874131274131274,0.175628443135083,0.804245836585778,0.608491673171557,0.804245836585778,0.8375,0.170819797095446,0.789442268822638,0.578884537645275,0.789442268822638
1410,11,1000,110,0.472624138941919,0.872586872586872,0.177699322808004,0.805797161511267,0.611594323022533,0.805797161511267,0.840625,0.173585150095195,0.792621747094492,0.585243494188984,0.792621747094492
1411,12,1000,110,0.473334242247146,0.86949806949807,0.177412708348093,0.804593712107287,0.609187424214574,0.804593712107287,0.840625,0.174014328804167,0.793682889085397,0.587365778170793,0.793682889085397
1412,13,1000,110,0.452207623449867,0.876447876447876,0.174408828869245,0.804330769894604,0.608661539789207,0.804330769894604,0.846875,0.1715339739879,0.793169687973724,0.586339375947448,0.793169687973724
1413,14,1000,110,0.46492046297151,0.866409266409267,0.177311299953667,0.803099821991096,0.606199643982192,0.803099821991096,0.825,0.172357580601694,0.786325164224356,0.572650328448711,0.786325164224356
1414,15,1000,110,0.447156677456591,0.875675675675675,0.172868167702429,0.802416698805132,0.604833397610263,0.802416698805132,0.84375,0.168928783216109,0.790040740272865,0.58008148054573,0.790040740272865
1415,2,2000,110,0.552706176403294,0.868725868725869,0.181240218593376,0.80764238883951,0.615284777679019,0.80764238883951,0.85,0.177648777262536,0.800037897928247,0.600075795856493,0.800037897928247
1416,3,2000,110,0.481769252817061,0.894980694980695,0.174086221587666,0.809265824191951,0.618531648383903,0.809265824191951,0.871875,0.169388773203196,0.798848060889338,0.597696121778676,0.798848060889338
1417,4,2000,110,0.44749701559659,0.905791505791506,0.168935077184788,0.807953209645343,0.615906419290685,0.807953209645343,0.878125,0.16538013664513,0.797223187215765,0.594446374431531,0.797223187215765
1418,5,2000,110,0.477811261817814,0.89034749034749,0.173946792101795,0.808085729010088,0.616171458020176,0.808085729010088,0.8625,0.169933212078541,0.796889211723092,0.593778423446185,0.796889211723092
1419,6,2000,110,0.443719582851319,0.904247104247104,0.16888343898983,0.807761890297564,0.615523780595128,0.807761890297564,0.875,0.165195864900243,0.795963870641738,0.591927741283476,0.795963870641738
1420,7,2000,110,0.439483236895471,0.904247104247104,0.169610266847671,0.80864584029125,0.6172916805825,0.80864584029125,0.878125,0.166619255129161,0.798486451490652,0.596972902981304,0.798486451490652
1421,8,2000,110,0.429793522736643,0.905019305019305,0.167237210102787,0.806582136409135,0.613164272818269,0.806582136409135,0.88125,0.164844163099571,0.798128789792825,0.596257579585649,0.798128789792825
1422,9,2000,110,0.422640596276083,0.904247104247104,0.167345426882843,0.805968734596087,0.611937469192173,0.805968734596086,0.86875,0.16264351240959,0.791322953511875,0.582645907023749,0.791322953511874
1423,10,2000,110,0.429440868808687,0.894208494208494,0.168593474937462,0.804232672410473,0.608465344820945,0.804232672410473,0.8625,0.165083790552316,0.791836154623547,0.583672309247095,0.791836154623547
1424,11,2000,110,0.416041800603638,0.902702702702703,0.167318360071227,0.805196533823886,0.610393067647771,0.805196533823886,0.86875,0.16353076141847,0.791979850934816,0.583959701869631,0.791979850934816
1425,12,2000,110,0.425840404953251,0.89034749034749,0.169537888138666,0.804019559039132,0.608039118078264,0.804019559039132,0.859375,0.165830864722665,0.791890632895402,0.583781265790803,0.791890632895402
1426,13,2000,110,0.43295619086314,0.888030888030888,0.171256052553147,0.805033249293888,0.610066498587777,0.805033249293888,0.853125,0.167754215711091,0.791746936584133,0.583493873168267,0.791746936584133
1427,14,2000,110,0.476860792277823,0.861003861003861,0.179239211559773,0.803011085698294,0.606022171396587,0.803011085698294,0.825,0.175602406066568,0.789205406771096,0.578410813542193,0.789205406771096
1428,15,2000,110,0.457710179578131,0.867181467181467,0.175265688185481,0.801970579530878,0.603941159061755,0.801970579530878,0.840625,0.172911130115019,0.792116441384538,0.584232882769075,0.792116441384538
1429,2,3000,110,0.560209119644047,0.862548262548262,0.183985334498414,0.807874712155556,0.615749424311112,0.807874712155556,0.853125,0.181187975748332,0.804025865336028,0.608051730672057,0.804025865336028
1430,3,3000,110,0.463086067141517,0.904247104247104,0.170083949328006,0.809239349572725,0.61847869914545,0.809239349572725,0.88125,0.16731294858797,0.800655318342597,0.601310636685195,0.800655318342597
1431,4,3000,110,0.451860492552604,0.901158301158301,0.169465797810144,0.807518158029586,0.615036316059172,0.807518158029586,0.884375,0.167115419268335,0.801459859777666,0.602919719555331,0.801459859777666
1432,5,3000,110,0.475096666515639,0.892664092664093,0.173451100304629,0.808309568746493,0.616619137492985,0.808309568746493,0.865625,0.169826337205143,0.797693753158161,0.595387506316321,0.797693753158161
1433,6,3000,110,0.446548597052055,0.902702702702703,0.169996561843614,0.808441893086419,0.616883786172838,0.808441893086419,0.875,0.167016889350507,0.79783350176857,0.59566700353714,0.79783350176857
1434,7,3000,110,0.419386974442129,0.914285714285714,0.167232819599538,0.809409557483809,0.618819114967619,0.809409557483809,0.878125,0.162379295829768,0.794342944669025,0.588685889338049,0.794342944669025
1435,8,3000,110,0.434206333660261,0.905019305019305,0.169497125354018,0.808589965680507,0.617179931361015,0.808589965680507,0.865625,0.16466846385139,0.792489104345629,0.584978208691258,0.792489104345629
1436,9,3000,110,0.430679947651741,0.901158301158301,0.168233315019104,0.805889164469794,0.611778328939586,0.805889164469794,0.8625,0.162922287010237,0.789764401212734,0.579528802425467,0.789764401212733
1437,10,3000,110,0.462619993763041,0.87953667953668,0.173252658525841,0.804195666451002,0.608391332902004,0.804195666451002,0.85,0.171271636570584,0.794024759979788,0.588049519959576,0.794024759979788
1438,11,3000,110,0.437125854292148,0.888803088803089,0.170912957357535,0.804775328970303,0.609550657940606,0.804775328970303,0.853125,0.167224780441617,0.790837386306215,0.581674772612431,0.790837386306215
1439,12,3000,110,0.431464264470663,0.889575289575289,0.170344090962371,0.804631059360192,0.609262118720384,0.804631059360192,0.85625,0.167113809723991,0.792096702880243,0.584193405760485,0.792096702880243
1440,13,3000,110,0.433808087636007,0.888030888030888,0.170975886906424,0.804603902154098,0.609207804308196,0.804603902154098,0.853125,0.167936014172526,0.791645875442143,0.583291750884285,0.791645875442143
1441,14,3000,110,0.445368026634165,0.874131274131274,0.173603616415687,0.802629470883038,0.605258941766076,0.802629470883038,0.84375,0.170844509288387,0.791455596260738,0.582911192521476,0.791455596260738
1442,15,3000,110,0.447786471836472,0.874903474903475,0.172769283184593,0.802358922702401,0.604717845404801,0.802358922702401,0.85,0.170757222109166,0.793822637695806,0.587645275391612,0.793822637695806
1443,2,4000,110,0.554188956428529,0.866409266409266,0.18280991077734,0.807847896242895,0.615695792485791,0.807847896242895,0.846875,0.178443945495953,0.798980703638201,0.597961407276402,0.798980703638201
