"cont_pred","bin_pred","threshold","Sens_train","F1_train","B.Accuracy_train","TSS_train","AUC_train","Boyce_train","COR_train","MAE_train","MSE_train","RMSE_train","Rsq_train"
1,1,0.361013684623524,0.936111111111111,0.285956724649979,0.884030449258734,0.768060898517469,0.884030449258734,0.989078907890789,0.420957472874048,0.8327416788183,0.761091330691718,0.872405485248527,-21.4334208062248
0.976,1,0.355532455532456,0.947368421052632,0.288973384030418,0.88946516001513,0.778930320030261,0.88946516001513,0.989456882447351,0.425624893847799,0.834397193246252,0.761957297675508,0.872901654068491,-21.4032156228143
0.995,1,0.37241721921447,0.933518005540166,0.295225580376697,0.886538332661773,0.773076665323545,0.886538332661773,0.986681548328733,0.423792131162366,0.834250606146838,0.763093579899836,0.873552276569546,-21.4366248122238
0.996,1,0.329663750818878,0.96398891966759,0.270817120622568,0.887804764520504,0.775609529041009,0.887804764520504,0.990744046641263,0.422901527781556,0.830912817129266,0.757795177778288,0.870514317962828,-21.2808401697674
0.991,1,0.354302326524323,0.944598337950138,0.284048313202832,0.88630868410818,0.77261736821636,0.88630868410818,0.978913891389139,0.421492623093046,0.830474349628419,0.757357267786942,0.870262757899557,-21.2679646556284
0.996,1,0.363378049561375,0.941828254847645,0.286436394271272,0.886239565221171,0.772479130442341,0.886239565221171,0.983474248288023,0.422180514738855,0.830723019484979,0.757584598936755,0.870393358738884,-21.2746486899996
0.968,1,0.294086977856836,0.972375690607735,0.256840569135352,0.88362763482016,0.767255269640319,0.88362763482016,0.984860395219623,0.422600890057421,0.831535008564852,0.758434358141408,0.870881368580938,-21.2486527851345
0.831,1,0.387993819156293,0.926430517711172,0.301284891448826,0.884813640241524,0.769627280483048,0.884813640241524,0.979279803676819,0.423858543171188,0.830950487719458,0.757688328890969,0.870452944673616,-20.951543101621
0.857,1,0.371162578176314,0.940054495912807,0.295756536648093,0.888034329392923,0.776068658785847,0.888034329392923,0.962901178825753,0.426960847173233,0.831989956202744,0.758645542605635,0.871002607691639,-20.9792752406995
0.984,1,0.326575413223141,0.956403269754768,0.280463443867359,0.88789504780868,0.775790095617361,0.88789504780868,0.992664244421643,0.430443993699712,0.836578546566122,0.764695140882895,0.874468490503171,-21.1503810492873
0.24,0,0.327865636464017,0.956756756756757,0.285138944824809,0.889396184934429,0.778792369868857,0.889396184934429,0.991959195919592,0.433583732345735,0.835380259182128,0.764840227564734,0.874551443635384,-20.98988142032
0.875,1,0.314440290879355,0.967213114754098,0.265466816647919,0.885104078372698,0.770208156745396,0.885104078372698,0.979630901987314,0.425327783908774,0.831674655357749,0.758222817906184,0.870759908302044,-21.018612851434
0.929,1,0.353553870058872,0.953551912568306,0.286417726713172,0.889656660523756,0.779313321047513,0.889656660523756,0.980299793647478,0.42307570627968,0.830764139870482,0.757815877835229,0.870526207437334,-21.0067954071887
0.934,1,0.357379464777784,0.948228882833787,0.291579388353582,0.889524741932931,0.779049483865863,0.889524741932931,0.988526852685269,0.429672438242324,0.834430145176863,0.762197615222825,0.873039297639473,-21.0780369972681
0.999,1,0.345489541559003,0.95,0.279983626688498,0.886883793906266,0.773767587812532,0.886883793906266,0.97953795379538,0.42200523852969,0.832574816894267,0.760546003947628,0.872092887224536,-21.4194569406271
0.891,1,0.35277134505668,0.938888888888889,0.286805260924905,0.885469955681537,0.770939911363074,0.885469955681537,0.964848273934406,0.423499252199196,0.834470865505566,0.763076176778266,0.873542315390769,-21.4919248065984
0.986,1,0.371792959209045,0.936288088642659,0.295067656045395,0.887593548470287,0.775187096940575,0.887593548470287,0.987818781878188,0.42295775907341,0.83390159620847,0.762081569356417,0.872972834260275,-21.4131941164194
0.996,1,0.347529986893695,0.93646408839779,0.28511354079058,0.883389385087289,0.766778770174579,0.883389385087289,0.988583824138335,0.425659522234255,0.836245493756453,0.765159673739848,0.874734058865806,-21.4480506133715
0.869,1,0.375653185250708,0.947513812154696,0.289818335445712,0.889664617067026,0.779329234134053,0.889664617067026,0.970377593532436,0.420614218422982,0.827511859650598,0.753112628209733,0.867820619834383,-21.0925399716852
0.908,1,0.328902932378424,0.962162162162162,0.276719782355227,0.887637794629599,0.775275589259198,0.887637794629599,0.987842638446639,0.428366412203832,0.831500080703321,0.758006492621597,0.870635683062438,-20.7913592689634
0.858,1,0.369486042618649,0.945945945945946,0.301984469370147,0.892110712068206,0.784221424136412,0.892110712068206,0.982982298229823,0.430722450378075,0.833955607296784,0.761563727631723,0.872676187157483,-20.8895127564745
0.257,0,0.336145278392937,0.948648648648649,0.29020256304258,0.88842792610498,0.77685585220996,0.88842792610498,0.991614136260498,0.434571743533658,0.838662156896142,0.769627159441031,0.87728396739085,-21.1275102485814
0.997,1,0.426116868263266,0.91830985915493,0.313461538461539,0.888326659022584,0.776653318045168,0.888326659022584,0.97329716951749,0.422223323004236,0.833393329513797,0.76099507037822,0.872350314024257,-21.7200131549295
0.999,1,0.372193585337915,0.941828254847645,0.295138888888889,0.889766005524461,0.779532011048921,0.889766005524461,0.981500039021805,0.425757385904438,0.832447564741375,0.759005467150916,0.871209198270379,-21.312225931425
0.998,1,0.374058744993324,0.930747922437673,0.298268974700399,0.886613078449045,0.77322615689809,0.886613078449045,0.970782903005194,0.426153452866929,0.83751061103265,0.767510477506261,0.876076753205027,-21.5643680601655
0.998,1,0.368162648036125,0.938202247191011,0.290308561495002,0.887556276460458,0.775112552920916,0.887556276460458,0.976327490731593,0.422237565629636,0.833990845963248,0.762246609871341,0.873067357007087,-21.7021666285714
0.999,1,0.349487166000421,0.943661971830986,0.28021748222501,0.885747989964076,0.771495979928152,0.885747989964076,0.991059105910591,0.419554976462493,0.83241603884592,0.759688351102832,0.87160102747922,-21.6895489963096
1,1,0.350772237851518,0.938028169014084,0.281012658227848,0.883901241677369,0.767802483354738,0.883901241677369,0.976162544746502,0.420635465370352,0.834841106986273,0.763699357047005,0.873898939836298,-21.8114938669755
1,1,0.354450749787537,0.938028169014084,0.28030303030303,0.883606272323274,0.767212544646548,0.883606272323274,0.989732911706458,0.418701460629754,0.831656238007936,0.759106856872902,0.871267385406398,-21.6764526944456
0.996,1,0.393191346818811,0.932394366197183,0.297661870503597,0.888371052140187,0.776742104280373,0.888371052140187,0.986984542339813,0.419676881544747,0.830865594221218,0.757633676506181,0.870421551035003,-21.6303136248039
0.999,1,0.366301573398778,0.932960893854749,0.289177489177489,0.884630993264889,0.769261986529779,0.884630993264889,0.971221122112211,0.421610939255166,0.832898700402789,0.760725242166229,0.872195644432044,-21.5518205320799
1,1,0.361873447670435,0.938375350140056,0.285106382978723,0.885314749129113,0.770629498258227,0.885314749129113,0.991686143677262,0.4211864873992,0.833200790831033,0.761786369769634,0.872803740694111,-21.6421142375918
0.233,0,0.35112405049151,0.948648648648649,0.299743808710504,0.89234799176642,0.78469598353284,0.89234799176642,0.987845748116502,0.434445009109004,0.837893949037866,0.768652603923267,0.876728352412118,-21.1057144413846
0.996,1,0.357610375775946,0.938375350140056,0.285470813804857,0.885458038320053,0.770916076640107,0.885458038320053,0.974833483348335,0.422098229660313,0.834624647316723,0.762938767071525,0.873463660990842,-21.6742319485542
0.992,1,0.342064101860491,0.938202247191011,0.277178423236515,0.882074205967495,0.76414841193499,0.882074205967495,0.980533936614933,0.421853763781257,0.834418467570656,0.763576575220678,0.873828687570211,-21.7503456664043
0.931,1,0.386791334674635,0.930747922437673,0.298136645962733,0.886610302780957,0.773220605561914,0.886610302780957,0.981031875640714,0.420636882343025,0.831912182529668,0.75958807226579,0.871543499927451,-21.3440617687948
0.912,1,0.351038357593286,0.942779291553134,0.290146750524109,0.886817061052237,0.773634122104474,0.886817061052237,0.989735819730627,0.427873547924648,0.833754776926246,0.761656379841517,0.872729270645552,-21.0665044097857
0.774,1,0.313234163864012,0.964673913043478,0.267319277108434,0.88455265866662,0.769105317333239,0.88455265866662,0.993399300343719,0.426221695971551,0.831403912264708,0.758143129556952,0.870714149165472,-20.9072489382163
0.778,1,0.384130446788535,0.932065217391304,0.30193661971831,0.88706660302993,0.77413320605986,0.88706660302993,0.990621005844453,0.427746168933498,0.832215962105742,0.759284450800097,0.871369296452484,-20.9402284741605
0.792,1,0.360031066583536,0.945652173913043,0.286184210526316,0.886019126211884,0.772038252423768,0.886019126211884,0.968712871287129,0.424885330581719,0.828612362238914,0.75396181034415,0.86830974331983,-20.7864258412128
0.816,1,0.325447601440109,0.967391304347826,0.274797375530683,0.889250083578203,0.778500167156406,0.889250083578203,0.979780917438906,0.426451264040659,0.831200582343572,0.757609920447801,0.87040790463311,-20.8918413664335
0.391,1,0.329561459667093,0.956639566395664,0.27960396039604,0.887130222202485,0.77426044440497,0.887130222202485,0.980905861527124,0.428371356056597,0.834411383574683,0.76234103419329,0.873121431527877,-20.9772654657302
0.769,1,0.379582721614524,0.932249322493225,0.303752759381898,0.887629820057051,0.775259640114103,0.887629820057051,0.988706870687069,0.429877969635517,0.834809758964258,0.76282025350632,0.873395817202212,-20.9910807132197
0.333,1,0.31199173553719,0.962466487935657,0.273836765827613,0.885624178812021,0.771248357624042,0.885624178812021,0.994503450345035,0.431960423173472,0.834357261930058,0.763081386921683,0.873545297578599,-20.7755936106749
0.957,1,0.37052862160209,0.938172043010753,0.299313893653516,0.887598919836181,0.775197839672361,0.887598919836181,0.984998499849985,0.431561304886286,0.831948044104905,0.758774104249735,0.871076405517756,-20.7086890617447
0.589,1,0.367086148528004,0.947222222222222,0.294219154443486,0.891745983529094,0.783491967058188,0.891745983529094,0.982223168990827,0.425022979102781,0.835099152427861,0.763742576667086,0.873923667528856,-21.5073297880179
0.997,1,0.335893581043248,0.958448753462604,0.27959595959596,0.889732576771796,0.779465153543592,0.889732576771796,0.98289818722554,0.426277116656158,0.833798652620029,0.761549550245082,0.872668064183102,-21.3891202158128
0.999,1,0.332345445192667,0.958448753462604,0.277465918203689,0.888770843627435,0.777541687254869,0.888770843627435,0.9849384034885,0.424130914840819,0.832682142417055,0.760475170309736,0.872052274986847,-21.3575340616063
0.997,1,0.423168386966201,0.914127423822715,0.315487571701721,0.886148546898197,0.772297093796394,0.886148546898197,0.984077359972506,0.425142255878191,0.832809219862621,0.760065589054704,0.871817405799348,-21.3454926075025
0.901,1,0.350732750836933,0.950138504155125,0.284647302904564,0.888715739220709,0.777431478441418,0.888715739220709,0.989279895833723,0.426253390091238,0.833129816732389,0.760295222872241,0.87194909419773,-21.3522437100995
0.723,1,0.348318551775999,0.961111111111111,0.285832300702189,0.893755272126059,0.787510544252117,0.893755272126059,0.986687548982805,0.426514132356735,0.834357709453525,0.762490172934024,0.87320683284891,-21.4767673632046
0.989,1,0.352741120662139,0.944598337950138,0.286434271314574,0.887312329533887,0.774624659067774,0.887312329533887,0.982379079359441,0.423199744087741,0.834721302590319,0.763907924903562,0.874018263483986,-21.4584550788242
0.58,1,0.364558635007431,0.933333333333333,0.290030211480363,0.884615644192482,0.769231288384963,0.884615644192482,0.985088419390189,0.422952386819966,0.832741259491586,0.760482394005308,0.872056416755996,-21.4154721943044
0.707,1,0.332354054472566,0.952777777777778,0.272114240380801,0.884366212233695,0.768732424467391,0.884366212233695,0.968448655574925,0.420596655169679,0.829403629673102,0.756087887205822,0.869533143247468,-21.2859426407631
0.899,1,0.343452652620268,0.941666666666667,0.284157585917854,0.8854501973884,0.770900394776799,0.8854501973884,0.985517421438855,0.425201174459105,0.835995045066237,0.765275821900816,0.874800446902501,-21.558883023189
0.944,1,0.392751887078384,0.922043010752688,0.308037718904356,0.884511030728029,0.769022061456058,0.884511030728029,0.985829540447103,0.43123586540675,0.834469671452944,0.762690675353429,0.873321633393694,-20.8125536410353
0.998,1,0.335142168249581,0.956043956043956,0.280758370310609,0.888580795596386,0.777161591192772,0.888580795596386,0.97612654103812,0.427748249546271,0.83501665102644,0.763360948539061,0.873705298449689,-21.2704542994381
0.989,1,0.344938604372567,0.953296703296703,0.285949732179646,0.889788663452361,0.779577326904721,0.889788663452361,0.982589102251945,0.429655177135156,0.83446329446241,0.762126939458256,0.872998819849292,-21.2344530566555
0.872,1,0.337908123645383,0.953296703296703,0.280971659919028,0.887621122171684,0.775242244343368,0.887621122171684,0.977296661560539,0.427591194771789,0.833953864506825,0.761896092261304,0.872866594767668,-21.2298085507365
0.991,1,0.383489474935215,0.931318681318681,0.299205648720212,0.886552143574616,0.773104287149231,0.886552143574615,0.980236964411746,0.427809595836167,0.834535709229047,0.763122705659794,0.873568947284525,-21.2655973955556
0.998,1,0.389804725273139,0.930555555555556,0.294505494505495,0.885334446468326,0.770668892936653,0.885334446468326,0.98949894989499,0.421770745347836,0.827583973385295,0.752083471280703,0.867227462250074,-21.1762565341814
1,1,0.324764296413781,0.966666666666667,0.268208092485549,0.887856709168185,0.775713418336369,0.887856709168185,0.985538553855386,0.42177471941397,0.828803274807077,0.754408138602232,0.868566715113026,-21.2448026741345
0.998,1,0.357155000087932,0.944444444444444,0.284162139573757,0.886578758037682,0.773157516075363,0.886578758037682,0.989912930788484,0.421318696536519,0.831197612735662,0.758238498738316,0.870768912363272,-21.3619531664349
1,1,0.3745757562487,0.930555555555556,0.291684806269047,0.884229513080823,0.768459026161647,0.884229513080823,0.992592237004879,0.422865582550874,0.833488088893884,0.761940692378607,0.872892142465841,-21.4690244861448
1,1,0.327124906391789,0.961111111111111,0.273842500989315,0.888427659167819,0.776855318335638,0.888427659167819,0.989261893979532,0.422412155407314,0.833532513620618,0.761950536892158,0.87289778146823,-21.4693147930129
